,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,CDFF LN,Cardiff Property PLC/The,,,,,,,,,,100%,0%,$2.750,00,$  2.084,56,$    2.316,18,$      2.750,00,$  2.750,00,1.06%,0.76%,0.90%,1.63%,113.59%,118.31%,110%,,,,,,,NO,,,1.03%,0.75%,0.29%,0.01%,29
,,,,,,,,,,,,,,,,,CONFIANZA,EXTRA,YOC,FECHA COMPRA,,,,,,,,,,PRECIO MEDIANA,UPSIDE MEDIANA,YIELD ACTUAL,PRECIO VENTA,MEDIANA MINIMA,PRECIO MINIMO,BANDA MINIMA,YIELD MINIMO,YIELD UNDERVALUED,MEDIANA YIELD,YOC MINIMO,G/P MINIMAS,G/P MINIMAS CON DIV,RATING MINIMO,,,,3Y CAGR,0.00%,,Cardiff Property PLC/The - Max. DrawDown (%),,,,,,,
,,,,,,,,,,,,,,,,,90%,NO,1.01%,11/10/2017,,,,,,,,,,$    2.316,18,-16%,0.76%,$  2.750,00,$   1.500,00,$       1.287,50,$   1.350,00,0.75%,1.01%,0.91%,0.76%,0.00%,0.00%,-15%,,,,5Y CAGR,3.36%,,Cardiff Property PLC/The - Returns (%),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10Y CAGR,4.44%,,Cardiff Property PLC/The - Yield On Cost (YOC),,,,,,,
,,,,,,,,,,,,,,,,,,YEAR,Date,Close,RSM POSITIVO,RSM NEGATIVO,Date,Close,Date,Close,RSD,MA(RSD),MRS = (( RSD(today) /ma(RSD(today). n)) - 1 ) * 100,YIELD,PRICE,DPS,CHANEL O,CHANEL U,CHANEL M,RATING,UPSIDE,OVERVALUED,UNDERVALUED,YOC,PRECIO,DIVIDENDOS,DIVIDENDOS DESDE COMPRA,MEDIANA YIELD,MAX. DRAWDOWN,,AÑO,DIVIDENDOS,% YoY,Cardiff Property PLC/The - Rating: 100% - Upside: 0%,,,Nº,INTERVALOS,FRECUENCIA,F. ACUMULADA,% TOTAL
,,,,,,,,,,,,,,,,,,2023,10/17/2023,2.450,00,,,,,,,,,,0.86%,2.450,00,21.00,2.750,00,2.084,56,2.316,18,55%,12%,0.76%,1.01%,0.86%,12.24%,12.24%,0,0.91%,-3.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,10/18/2023,2.450,00,,,,,,,,,,0.86%,2.450,00,21.00,2.750,00,2.084,56,2.316,18,55%,12%,0.76%,1.01%,0.86%,12.24%,12.24%,0,0.91%,-3.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,10/19/2023,2.450,00,,,,,,,,,,0.86%,2.450,00,21.00,2.750,00,2.084,56,2.316,18,55%,12%,0.76%,1.01%,0.86%,12.24%,12.24%,0,0.91%,-3.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,10/20/2023,2.450,00,,,,,,,,,,0.86%,2.450,00,21.00,2.750,00,2.084,56,2.316,18,55%,12%,0.76%,1.01%,0.86%,12.24%,12.24%,0,0.91%,-3.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,10/23/2023,2.450,00,,,,,,,,,,0.86%,2.450,00,21.00,2.750,00,2.084,56,2.316,18,55%,12%,0.76%,1.01%,0.86%,12.24%,12.24%,0,0.91%,-3.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,10/24/2023,2.450,00,,,,,,,,,,0.86%,2.450,00,21.00,2.750,00,2.084,56,2.316,18,55%,12%,0.76%,1.01%,0.86%,12.24%,12.24%,0,0.91%,-3.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,10/25/2023,2.450,00,,,,,,,,,,0.86%,2.450,00,21.00,2.750,00,2.084,56,2.316,18,55%,12%,0.76%,1.01%,0.86%,12.24%,12.24%,0,0.91%,-3.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,10/26/2023,2.450,00,,,,,,,,,,0.86%,2.450,00,21.00,2.750,00,2.084,56,2.316,18,55%,12%,0.76%,1.01%,0.86%,12.24%,12.24%,0,0.91%,-3.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,10/27/2023,2.450,00,,,,,,,,,,0.86%,2.450,00,21.00,2.750,00,2.084,56,2.316,18,55%,12%,0.76%,1.01%,0.86%,12.24%,12.24%,0,0.91%,-3.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,10/30/2023,2.450,00,,,,,,,,,,0.86%,2.450,00,21.00,2.750,00,2.084,56,2.316,18,55%,12%,0.76%,1.01%,0.86%,12.24%,12.24%,0,0.91%,-3.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,10/31/2023,2.450,00,,,,,,,,,,0.86%,2.450,00,21.00,2.750,00,2.084,56,2.316,18,55%,12%,0.76%,1.01%,0.86%,12.24%,12.24%,0,0.91%,-3.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,11/1/2023,2.450,00,,,,,,,,,,0.86%,2.450,00,21.00,2.750,00,2.084,56,2.316,18,55%,12%,0.76%,1.01%,0.86%,12.24%,12.24%,0,0.91%,-3.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,11/2/2023,2.450,00,,,,,,,,,,0.86%,2.450,00,21.00,2.750,00,2.084,56,2.316,18,55%,12%,0.76%,1.01%,0.86%,12.24%,12.24%,0,0.91%,-3.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,11/3/2023,2.450,00,,,,,,,,,,0.86%,2.450,00,21.00,2.750,00,2.084,56,2.316,18,55%,12%,0.76%,1.01%,0.86%,12.24%,12.24%,0,0.91%,-3.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,11/6/2023,2.450,00,,,,,,,,,,0.86%,2.450,00,21.00,2.750,00,2.084,56,2.316,18,55%,12%,0.76%,1.01%,0.86%,12.24%,12.24%,0,0.91%,-3.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,11/7/2023,2.450,00,,,,,,,,,,0.86%,2.450,00,21.00,2.750,00,2.084,56,2.316,18,55%,12%,0.76%,1.01%,0.86%,12.24%,12.24%,0,0.91%,-3.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,11/8/2023,2.450,00,,,,,,,,,,0.86%,2.450,00,21.00,2.750,00,2.084,56,2.316,18,55%,12%,0.76%,1.01%,0.86%,12.24%,12.24%,0,0.91%,-3.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,11/9/2023,2.450,00,,,,,,,,,,0.86%,2.450,00,21.00,2.750,00,2.084,56,2.316,18,55%,12%,0.76%,1.01%,0.86%,12.24%,12.24%,0,0.91%,-3.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,11/10/2023,2.450,00,,,,,,,,,,0.86%,2.450,00,21.00,2.750,00,2.084,56,2.316,18,55%,12%,0.76%,1.01%,0.86%,12.24%,12.24%,0,0.91%,-3.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,11/13/2023,2.450,00,,,,,,,,,,0.86%,2.450,00,21.00,2.750,00,2.084,56,2.316,18,55%,12%,0.76%,1.01%,0.86%,12.24%,12.24%,0,0.91%,-3.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,11/14/2023,2.450,00,,,,,,,,,,0.86%,2.450,00,21.00,2.750,00,2.084,56,2.316,18,55%,12%,0.76%,1.01%,0.86%,12.24%,12.24%,0,0.91%,-3.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,11/15/2023,2.450,00,,,,,,,,,,0.86%,2.450,00,21.00,2.750,00,2.084,56,2.316,18,55%,12%,0.76%,1.01%,0.86%,12.24%,12.24%,0,0.91%,-3.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,11/16/2023,2.450,00,,,,,,,,,,0.86%,2.450,00,21.00,2.750,00,2.084,56,2.316,18,55%,12%,0.76%,1.01%,0.86%,12.24%,12.24%,0,0.91%,-3.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,11/17/2023,2.450,00,,,,,,,,,,0.86%,2.450,00,21.00,2.750,00,2.084,56,2.316,18,55%,12%,0.76%,1.01%,0.86%,12.24%,12.24%,0,0.91%,-3.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,11/20/2023,2.450,00,,,,,,,,,,0.86%,2.450,00,21.00,2.750,00,2.084,56,2.316,18,55%,12%,0.76%,1.01%,0.86%,12.24%,12.24%,0,0.91%,-3.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,11/21/2023,2.450,00,,,,,,,,,,0.86%,2.450,00,21.00,2.750,00,2.084,56,2.316,18,55%,12%,0.76%,1.01%,0.86%,12.24%,12.24%,0,0.91%,-3.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,11/22/2023,2.450,00,,,,,,,,,,0.86%,2.450,00,21.00,2.750,00,2.084,56,2.316,18,55%,12%,0.76%,1.01%,0.86%,12.24%,12.24%,0,0.91%,-3.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,11/23/2023,2.450,00,,,,,,,,,,0.86%,2.450,00,21.00,2.750,00,2.084,56,2.316,18,55%,12%,0.76%,1.01%,0.86%,12.24%,12.24%,0,0.91%,-3.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,11/24/2023,2.450,00,,,,,,,,,,0.86%,2.450,00,21.00,2.750,00,2.084,56,2.316,18,55%,12%,0.76%,1.01%,0.86%,12.24%,12.24%,0,0.91%,-3.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,11/27/2023,2.450,00,,,,,,,,,,0.86%,2.450,00,21.00,2.750,00,2.084,56,2.316,18,55%,12%,0.76%,1.01%,0.86%,12.24%,12.24%,0,0.91%,-3.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,11/28/2023,2.450,00,,,,,,,,,,0.86%,2.450,00,21.00,2.750,00,2.084,56,2.316,18,55%,12%,0.76%,1.01%,0.86%,12.24%,12.24%,0,0.91%,-3.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,11/29/2023,2.450,00,,,,,,,,,,0.86%,2.450,00,21.00,2.750,00,2.084,56,2.316,18,55%,12%,0.76%,1.01%,0.86%,12.24%,12.24%,0,0.91%,-3.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,11/30/2023,2.400,00,,,,,,,,,,0.88%,2.400,00,21.00,2.750,00,2.084,56,2.316,18,47%,15%,0.76%,1.01%,0.88%,14.58%,14.58%,0,0.91%,-5.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,12/1/2023,2.350,00,,,,,,,,,,0.89%,2.350,00,21.00,2.750,00,2.084,56,2.316,18,40%,17%,0.76%,1.01%,0.89%,17.02%,17.02%,0,0.91%,-7.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,12/4/2023,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,12/5/2023,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,12/6/2023,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,12/7/2023,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,12/8/2023,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,12/11/2023,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,12/12/2023,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,12/13/2023,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,12/14/2023,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,12/15/2023,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,12/18/2023,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,12/19/2023,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,12/20/2023,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,12/21/2023,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,12/22/2023,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,12/26/2023,,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,12/27/2023,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,12/28/2023,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,12/29/2023,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/2/2024,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/3/2024,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/4/2024,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/5/2024,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/8/2024,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/9/2024,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/10/2024,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/11/2024,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/12/2024,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/15/2024,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/16/2024,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/17/2024,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/18/2024,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/19/2024,2.340,00,,,,,,,,,,0.90%,2.340,00,21.00,2.750,00,2.084,56,2.316,18,38%,18%,0.76%,1.01%,0.90%,17.52%,17.52%,0,0.91%,-8.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/22/2024,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/23/2024,2.340,00,,,,,,,,,,0.90%,2.340,00,21.00,2.750,00,2.084,56,2.316,18,38%,18%,0.76%,1.01%,0.90%,17.52%,17.52%,0,0.91%,-8.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/24/2024,2.340,00,,,,,,,,,,0.90%,2.340,00,21.00,2.750,00,2.084,56,2.316,18,38%,18%,0.76%,1.01%,0.90%,17.52%,17.52%,0,0.91%,-8.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/25/2024,2.340,00,,,,,,,,,,0.90%,2.340,00,21.00,2.750,00,2.084,56,2.316,18,38%,18%,0.76%,1.01%,0.90%,17.52%,17.52%,0,0.91%,-8.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/26/2024,2.340,00,,,,,,,,,,0.90%,2.340,00,21.00,2.750,00,2.084,56,2.316,18,38%,18%,0.76%,1.01%,0.90%,17.52%,17.52%,0,0.91%,-8.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/29/2024,2.340,00,,,,,,,,,,0.90%,2.340,00,21.00,2.750,00,2.084,56,2.316,18,38%,18%,0.76%,1.01%,0.90%,17.52%,17.52%,0,0.91%,-8.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/30/2024,2.340,00,,,,,,,,,,0.90%,2.340,00,21.00,2.750,00,2.084,56,2.316,18,38%,18%,0.76%,1.01%,0.90%,17.52%,17.52%,0,0.91%,-8.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/31/2024,2.340,00,,,,,,,,,,0.90%,2.340,00,21.00,2.750,00,2.084,56,2.316,18,38%,18%,0.76%,1.01%,0.90%,17.52%,17.52%,0,0.91%,-8.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/1/2024,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/2/2024,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/5/2024,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/6/2024,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/7/2024,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/8/2024,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/9/2024,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/12/2024,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/13/2024,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/14/2024,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/15/2024,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/16/2024,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/19/2024,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/20/2024,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/21/2024,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/22/2024,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/23/2024,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/26/2024,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/27/2024,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/28/2024,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/29/2024,2.300,00,,,,,,,,,,0.91%,2.300,00,21.00,2.750,00,2.084,56,2.316,18,32%,20%,0.76%,1.01%,0.91%,19.57%,19.57%,0,0.91%,-9.80%,,,,,,,,,,,,
